Document Name,Location,Category 1 (Mandatory),Category 2 (Optional),Category 3 (Optional)
storyboard-standard_8_hr.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Aged Care Quality Standards Storyboards,Aged Care Quality Standards,Storyboard,
standards_storyboard_User-guide_PDF.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Aged Care Quality Standards Storyboards,Aged Care Quality Standards,Storyboard,
acqsc_quality_standards_consumer_outcome_a3-poster_polish.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Polish
acqsc_quality_standards_consumer_outcome_a3-poster_portuguese.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Portuguese
acqsc_quality_standards_consumer_outcome_a3-poster_russian.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Russian
acqsc_quality_standards_consumer_outcome_a3-poster_serbian.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Serbian
acqsc_quality_standards_consumer_outcome_a3-poster_simplified_chinese.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Simplified Chinese
acqsc_quality_standards_consumer_outcome_a3-poster_spanish.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Spanish
acqsc_quality_standards_consumer_outcome_a3-poster_tagalog.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Tagalog
acqsc_quality_standards_consumer_outcome_a3-poster_traditional_chinese.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Traditional Chinese
acqsc_quality_standards_consumer_outcome_a3-poster_turkish.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Turkish
acqsc_quality_standards_consumer_outcome_a3-poster_ukrainian.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Ukrainian
acqsc_quality_standards_consumer_outcome_a3-poster_vietnamese.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Vietnamese
acqsc_quality_standards-consumer-outcomes-a2-poster_new_0.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,English
acqsc_quality_standards_consumer_outcome_a3-poster_arabic.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Arabic
acqsc_quality_standards_consumer_outcome_a3-poster_armenian.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Armenian
acqsc_quality_standards_consumer_outcome_a3-poster_croatian.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Croatian
acqsc_quality_standards_consumer_outcome_a3-poster_dutch.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Dutch
acqsc_quality_standards_consumer_outcome_a3-poster_french.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,French
acqsc_quality_standards_consumer_outcome_a3-poster_german.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,German
acqsc_quality_standards_consumer_outcome_a3-poster_greek.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Greek
acqsc_quality_standards_consumer_outcome_a3-poster_hindi.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Hindi
acqsc_quality_standards_consumer_outcome_a3-poster_hungarian.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Hungarian
acqsc_quality_standards_consumer_outcome_a3-poster_italian.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Italian
acqsc_quality_standards_consumer_outcome_a3-poster_korean.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Korean
acqsc_quality_standards_consumer_outcome_a3-poster_latvian.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Latvian
acqsc_quality_standards_consumer_outcome_a3-poster_macedonian.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Macedonian
acqsc_quality_standards_consumer_outcome_a3-poster_maltese.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Maltese
ACQSC_New_Standards_Transitional_Arrangements_Factsheet_v1.1.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards,Aged Care Quality Standards,Fact sheet,
Aged Care Quality Standards.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards,Aged Care Quality Standards,,
flexible_aged_care_program_standards_updated.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards,Aged Care Quality Standards,,
Guidance_&_Resource_V9.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards,Aged Care Quality Standards,,
home care common standards v1.1.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards,Aged Care Quality Standards,,
NATSIFACP Quality Review Guidelines July 2019.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards,Aged Care Quality Standards,,
Plan for continuous improvement (Quality Standards).docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards,Aged Care Quality Standards,,
Quality assessor registration information_sheet.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards,Aged Care Quality Standards,,
Quality assessor re-registration information_sheet.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards,Aged Care Quality Standards,,
quality_assessor_conflict_of_interest_policy.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards,Aged Care Quality Standards,,
regulatory_strategy_jan_1_2020_v2.1.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards,Aged Care Quality Standards,,
regulatory_strategy_jan_1_2020_v2.1.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards,Aged Care Quality Standards,,
ACQSC_AR_2018-19_Full_Final.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Annual Reports,Annual Report,,
ACQSC_Corporate_Plan_2019-2020.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Annual Reports,Annual Report,,
aged_care_quality_and_safety_commission_glossary_final_may_2020.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Annual Reports,Annual Report,,
aged_care_quality_and_safety_commission_glossary_final_may_2020.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Annual Reports,Annual Report,,
a_little_yarn_arrernte_factsheet.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\A Little Yarn,Charter of Aged Care Rights,A Little Yarn,Arrernte
a_little_yarn_english_factsheet.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\A Little Yarn,Charter of Aged Care Rights,A Little Yarn,English
a_little_yarn_luritja_factsheet.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\A Little Yarn,Charter of Aged Care Rights,A Little Yarn,Luritja
a_little_yarn_pitjantjatjarra_fact_sheet.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\A Little Yarn,Charter of Aged Care Rights,A Little Yarn,Pitjantjatjarra
a_little_yarn_tsi_creole_factsheet.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\A Little Yarn,Charter of Aged Care Rights,A Little Yarn,Tsi Creole
a_little_yarn_warlpiri_factsheet.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\A Little Yarn,Charter of Aged Care Rights,A Little Yarn,Warlpiri
a_little_yarn-alyawarra.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\A Little Yarn,Charter of Aged Care Rights,A Little Yarn,Alyawarra
a_little_yarn-arrernte.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\A Little Yarn,Charter of Aged Care Rights,A Little Yarn,Arrernte
a_little_yarn-english.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\A Little Yarn,Charter of Aged Care Rights,A Little Yarn,English
a_little_yarn-luritja.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\A Little Yarn,Charter of Aged Care Rights,A Little Yarn,Luritja
a_little_yarn-pitjantjatjarra.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\A Little Yarn,Charter of Aged Care Rights,A Little Yarn,Pitjantjatjarra
a_little_yarn-tsi_creole.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\A Little Yarn,Charter of Aged Care Rights,A Little Yarn,Tsi Creole
a_little_yarn-warlpiri.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\A Little Yarn,Charter of Aged Care Rights,A Little Yarn,Warlpiri
a_little_yarn_alyawarra_factsheet.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\A Little Yarn,Charter of Aged Care Rights,A Little Yarn,Alyawarra
Reportable_Assault_Form_070120.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\Assault,Charter of Aged Care Rights,Assault,
[D19-1430255] Reportable assault flowchart 2020.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\Assault,Charter of Aged Care Rights,Assault,
acqsc_charter_of_rights_a5_booklet_-_chinese_simplified.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\Charter of Rights Booklet,Charter of Aged Care Rights,Booklet,Simplified Chinese
acqsc_charter_of_rights_a5_booklet_-_chinese_traditional.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\Charter of Rights Booklet,Charter of Aged Care Rights,Booklet,Traditional Chinese
acqsc_charter_of_rights_a5_booklet_-_croatian.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\Charter of Rights Booklet,Charter of Aged Care Rights,Booklet,Croatian
acqsc_charter_of_rights_a5_booklet_-_dutch.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\Charter of Rights Booklet,Charter of Aged Care Rights,Booklet,Dutch
acqsc_charter_of_rights_a5_booklet_-_german.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\Charter of Rights Booklet,Charter of Aged Care Rights,Booklet,German
acqsc_charter_of_rights_a5_booklet_-_greek.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\Charter of Rights Booklet,Charter of Aged Care Rights,Booklet,Greek
acqsc_charter_of_rights_a5_booklet_-_hindi.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\Charter of Rights Booklet,Charter of Aged Care Rights,Booklet,Hindi
acqsc_charter_of_rights_a5_booklet_-_hungarian.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\Charter of Rights Booklet,Charter of Aged Care Rights,Booklet,Hungarian
acqsc_charter_of_rights_a5_booklet_-_italian.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\Charter of Rights Booklet,Charter of Aged Care Rights,Booklet,Italian
acqsc_charter_of_rights_a5_booklet_-_korean.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\Charter of Rights Booklet,Charter of Aged Care Rights,Booklet,Korean
acqsc_charter_of_rights_a5_booklet_-_macedonian.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\Charter of Rights Booklet,Charter of Aged Care Rights,Booklet,Macedonian
acqsc_charter_of_rights_a5_booklet_-_maltese.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\Charter of Rights Booklet,Charter of Aged Care Rights,Booklet,Maltese
acqsc_charter_of_rights_a5_booklet_-_polish.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\Charter of Rights Booklet,Charter of Aged Care Rights,Booklet,Polish
acqsc_charter_of_rights_a5_booklet_-_russian.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\Charter of Rights Booklet,Charter of Aged Care Rights,Booklet,Russian
acqsc_charter_of_rights_a5_booklet_-_serbian.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\Charter of Rights Booklet,Charter of Aged Care Rights,Booklet,Serbian
acqsc_charter_of_rights_a5_booklet_-_spanish.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\Charter of Rights Booklet,Charter of Aged Care Rights,Booklet,Spanish
acqsc_charter_of_rights_a5_booklet_-_vietnamese.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\Charter of Rights Booklet,Charter of Aged Care Rights,Booklet,Vietnamese
ACQSC_Charter-of-Rights_A5_Booklet_V11b.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\Charter of Rights Booklet,Charter of Aged Care Rights,Booklet,English
acqsc_charter_of_rights_a5_booklet_-_arabic.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\Charter of Rights Booklet,Charter of Aged Care Rights,Booklet,Arabic
restraint_scenarios_v1.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\Restrain Scenarios,Charter of Aged Care Rights,Restrain Scenarios,
accessible_version_-_approved_by_online_comms_-_charter_poster.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights,Charter of Aged Care Rights,Poster,
Accessible_word_version of Charter of Aged Care Rights booklet.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\Charter of Rights Booklet,Charter of Aged Care Rights,Booklet,English
acqsc_charter_of_rights_poster_a3_v7_lr.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights,Charter of Aged Care Rights,Poster,
Charter of Aged Care Rights - Template for Signing.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights,Charter of Aged Care Rights,,
Charter of Aged Care Rights - Template for Signing.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights,Charter of Aged Care Rights,,
CER Media Release 18 August 2017 FINAL.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Complaints,Policy,Complaints,
Complaints policy.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Complaints,Policy,Complaints,
acqsc_complaints_about_us_form.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Complaints,Policy,Complaints,
ACQSC-Complaints-policy.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Complaints,Policy,Complaints,
acqsc_consumer_engagement_in_aged_care_-_literature_review.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Consumer Experience,Consumer Experience,,
acqsc_consumer_engagement_in_aged_care_-_survey_report.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Consumer Experience,Consumer Experience,Report,
Consumer Experience Report 2018-2019.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Consumer Experience,Consumer Experience,Report,
Consumers’ Experience of the Quality of Care and Services - Aged Care Services.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Consumer Experience,Consumer Experience,,
Consumers’ Experience of the Quality of Care and Services - Aged Care Services_accessible.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Consumer Experience,Consumer Experience,,
Consumers’ Experience of the Quality of Care and Services - Aged Care Services_accessible_2.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Consumer Experience,Consumer Experience,,
german_-_dept_health_-_charter_of_aged_care_rights.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Dept Health,Dept Health,German,
german_-_dept_health_-_charter_of_aged_care_rights.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Dept Health,Dept Health,German,
greek_-_dept_health_-_charter_of_aged_care_rights.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Dept Health,Dept Health,Greek,
greek_-_dept_health_-_charter_of_aged_care_rights.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Dept Health,Dept Health,Greek,
hindi_-_dept_health_-_charter_of_aged_care_rights.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Dept Health,Dept Health,Hindi,
hindi_-_dept_health_-_charter_of_aged_care_rights.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Dept Health,Dept Health,Hindi,
hungarian_-_dept_health_-_charter_of_aged_care_rights.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Dept Health,Dept Health,Hungarian,
hungarian_-_dept_health_-_charter_of_aged_care_rights.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Dept Health,Dept Health,Hungarian,
italian_-_dept_health_-_charter_of_aged_care_rights.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Dept Health,Dept Health,Italian,
italian_-_dept_health_-_charter_of_aged_care_rights.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Dept Health,Dept Health,Italian,
korean_-_dept_health_-_charter_of_aged_care_rights.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Dept Health,Dept Health,Korean,
korean_-_dept_health_-_charter_of_aged_care_rights.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Dept Health,Dept Health,Korean,
macedonian_-_dept_health_-_charter_of_aged_care_rights_0.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Dept Health,Dept Health,Macedonian,
macedonian_-_dept_health_-_charter_of_aged_care_rights_0.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Dept Health,Dept Health,Macedonian,
maltese_-_dept_health_-_charter_of_aged_care_rights.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Dept Health,Dept Health,Maltese,
maltese_-_dept_health_-_charter_of_aged_care_rights.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Dept Health,Dept Health,Maltese,
polish_-_dept_health_-_charter_of_aged_care_rights_0.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Dept Health,Dept Health,Polish,
polish_-_dept_health_-_charter_of_aged_care_rights_0.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Dept Health,Dept Health,Polish,
russian_-_dept_health_-_charter_of_aged_care_rights.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Dept Health,Dept Health,Russian,
russian_-_dept_health_-_charter_of_aged_care_rights.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Dept Health,Dept Health,Russian,
serbian_-_dept_health_-_charter_of_aged_care_rights.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Dept Health,Dept Health,Serbian,
serbian_-_dept_health_-_charter_of_aged_care_rights.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Dept Health,Dept Health,Serbian,
spanish_-_dept_health_-_charter_of_aged_care_rights.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Dept Health,Dept Health,Spanish,
spanish_-_dept_health_-_charter_of_aged_care_rights.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Dept Health,Dept Health,Spanish,
vietnamese_-_dept_health_-_charter_of_aged_care_rights.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Dept Health,Dept Health,Vietnamese,
vietnamese_-_dept_health_-_charter_of_aged_care_rights.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Dept Health,Dept Health,Vietnamese,
arabic_-_dept_health_-_charter_of_aged_care_rights.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Dept Health,Dept Health,Arabic,
arabic_-_dept_health_-_charter_of_aged_care_rights.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Dept Health,Dept Health,Arabic,
chinese_simplified_-_dept_health_-_charter_of_aged_care_rights.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Dept Health,Dept Health,Simplified Chinese,
