,Document Name,Location,Category 1 (Mandatory),Category 2 (Optional),Category 3 (Optional),path
284,storyboard-standard_4_hr.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Aged Care Quality Standards Storyboards,Aged Care Quality Standards,Storyboard,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards', 'Aged Care Quality Standards Storyboards']"
285,storyboard-standard_5_hr.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Aged Care Quality Standards Storyboards,Aged Care Quality Standards,Storyboard,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards', 'Aged Care Quality Standards Storyboards']"
286,storyboard-standard_6_hr.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Aged Care Quality Standards Storyboards,Aged Care Quality Standards,Storyboard,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards', 'Aged Care Quality Standards Storyboards']"
287,storyboard-standard_7_hr.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Aged Care Quality Standards Storyboards,Aged Care Quality Standards,Storyboard,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards', 'Aged Care Quality Standards Storyboards']"
288,storyboard-standard_8_hr.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Aged Care Quality Standards Storyboards,Aged Care Quality Standards,Storyboard,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards', 'Aged Care Quality Standards Storyboards']"
289,standards_storyboard_User-guide_PDF.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Aged Care Quality Standards Storyboards,Aged Care Quality Standards,Storyboard,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards', 'Aged Care Quality Standards Storyboards']"
290,acqsc_quality_standards_consumer_outcome_a3-poster_polish.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Polish,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards', 'Quality Standards Consumer Outcome Poster']"
291,acqsc_quality_standards_consumer_outcome_a3-poster_portuguese.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Portuguese,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards', 'Quality Standards Consumer Outcome Poster']"
292,acqsc_quality_standards_consumer_outcome_a3-poster_russian.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Russian,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards', 'Quality Standards Consumer Outcome Poster']"
293,acqsc_quality_standards_consumer_outcome_a3-poster_serbian.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Serbian,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards', 'Quality Standards Consumer Outcome Poster']"
294,acqsc_quality_standards_consumer_outcome_a3-poster_simplified_chinese.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Simplified Chinese,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards', 'Quality Standards Consumer Outcome Poster']"
295,acqsc_quality_standards_consumer_outcome_a3-poster_spanish.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Spanish,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards', 'Quality Standards Consumer Outcome Poster']"
296,acqsc_quality_standards_consumer_outcome_a3-poster_tagalog.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Tagalog,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards', 'Quality Standards Consumer Outcome Poster']"
297,acqsc_quality_standards_consumer_outcome_a3-poster_traditional_chinese.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Traditional Chinese,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards', 'Quality Standards Consumer Outcome Poster']"
298,acqsc_quality_standards_consumer_outcome_a3-poster_turkish.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Turkish,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards', 'Quality Standards Consumer Outcome Poster']"
299,acqsc_quality_standards_consumer_outcome_a3-poster_ukrainian.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Ukrainian,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards', 'Quality Standards Consumer Outcome Poster']"
300,acqsc_quality_standards_consumer_outcome_a3-poster_vietnamese.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Vietnamese,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards', 'Quality Standards Consumer Outcome Poster']"
301,acqsc_quality_standards-consumer-outcomes-a2-poster_new_0.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,English,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards', 'Quality Standards Consumer Outcome Poster']"
302,acqsc_quality_standards_consumer_outcome_a3-poster_arabic.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Arabic,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards', 'Quality Standards Consumer Outcome Poster']"
303,acqsc_quality_standards_consumer_outcome_a3-poster_armenian.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Armenian,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards', 'Quality Standards Consumer Outcome Poster']"
304,acqsc_quality_standards_consumer_outcome_a3-poster_croatian.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Croatian,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards', 'Quality Standards Consumer Outcome Poster']"
305,acqsc_quality_standards_consumer_outcome_a3-poster_dutch.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Dutch,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards', 'Quality Standards Consumer Outcome Poster']"
306,acqsc_quality_standards_consumer_outcome_a3-poster_french.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,French,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards', 'Quality Standards Consumer Outcome Poster']"
307,acqsc_quality_standards_consumer_outcome_a3-poster_german.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,German,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards', 'Quality Standards Consumer Outcome Poster']"
308,acqsc_quality_standards_consumer_outcome_a3-poster_greek.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Greek,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards', 'Quality Standards Consumer Outcome Poster']"
309,acqsc_quality_standards_consumer_outcome_a3-poster_hindi.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Hindi,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards', 'Quality Standards Consumer Outcome Poster']"
310,acqsc_quality_standards_consumer_outcome_a3-poster_hungarian.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Hungarian,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards', 'Quality Standards Consumer Outcome Poster']"
311,acqsc_quality_standards_consumer_outcome_a3-poster_italian.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Italian,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards', 'Quality Standards Consumer Outcome Poster']"
312,acqsc_quality_standards_consumer_outcome_a3-poster_korean.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Korean,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards', 'Quality Standards Consumer Outcome Poster']"
313,acqsc_quality_standards_consumer_outcome_a3-poster_latvian.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Latvian,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards', 'Quality Standards Consumer Outcome Poster']"
314,acqsc_quality_standards_consumer_outcome_a3-poster_macedonian.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Macedonian,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards', 'Quality Standards Consumer Outcome Poster']"
315,acqsc_quality_standards_consumer_outcome_a3-poster_maltese.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards\Quality Standards Consumer Outcome Poster,Aged Care Quality Standards,Poster,Maltese,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards', 'Quality Standards Consumer Outcome Poster']"
316,ACQSC_New_Standards_Transitional_Arrangements_Factsheet_v1.1.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards,Aged Care Quality Standards,Fact sheet,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards']"
317,Aged Care Quality Standards.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards,Aged Care Quality Standards,,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards']"
318,flexible_aged_care_program_standards_updated.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards,Aged Care Quality Standards,,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards']"
319,Guidance_&_Resource_V9.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards,Aged Care Quality Standards,,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards']"
320,home care common standards v1.1.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards,Aged Care Quality Standards,,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards']"
321,NATSIFACP Quality Review Guidelines July 2019.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards,Aged Care Quality Standards,,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards']"
322,Plan for continuous improvement (Quality Standards).docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards,Aged Care Quality Standards,,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards']"
323,Quality assessor registration information_sheet.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards,Aged Care Quality Standards,,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards']"
324,Quality assessor re-registration information_sheet.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards,Aged Care Quality Standards,,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards']"
325,quality_assessor_conflict_of_interest_policy.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards,Aged Care Quality Standards,,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards']"
326,regulatory_strategy_jan_1_2020_v2.1.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards,Aged Care Quality Standards,,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards']"
327,regulatory_strategy_jan_1_2020_v2.1.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Aged Care Quality Standards,Aged Care Quality Standards,,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Aged Care Quality Standards']"
328,ACQSC_AR_2018-19_Full_Final.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Annual Reports,Annual Report,,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Annual Reports']"
329,ACQSC_Corporate_Plan_2019-2020.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Annual Reports,Annual Report,,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Annual Reports']"
330,aged_care_quality_and_safety_commission_glossary_final_may_2020.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Annual Reports,Annual Report,,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Annual Reports']"
331,aged_care_quality_and_safety_commission_glossary_final_may_2020.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Annual Reports,Annual Report,,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Annual Reports']"
332,a_little_yarn_arrernte_factsheet.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\A Little Yarn,Charter of Aged Care Rights,A Little Yarn,Arrernte,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Charter of Aged Care Rights', 'A Little Yarn']"
333,a_little_yarn_english_factsheet.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\A Little Yarn,Charter of Aged Care Rights,A Little Yarn,English,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Charter of Aged Care Rights', 'A Little Yarn']"
334,a_little_yarn_luritja_factsheet.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\A Little Yarn,Charter of Aged Care Rights,A Little Yarn,Luritja,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Charter of Aged Care Rights', 'A Little Yarn']"
335,a_little_yarn_pitjantjatjarra_fact_sheet.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\A Little Yarn,Charter of Aged Care Rights,A Little Yarn,Pitjantjatjarra,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Charter of Aged Care Rights', 'A Little Yarn']"
336,a_little_yarn_tsi_creole_factsheet.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\A Little Yarn,Charter of Aged Care Rights,A Little Yarn,Tsi Creole,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Charter of Aged Care Rights', 'A Little Yarn']"
337,a_little_yarn_warlpiri_factsheet.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\A Little Yarn,Charter of Aged Care Rights,A Little Yarn,Warlpiri,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Charter of Aged Care Rights', 'A Little Yarn']"
338,a_little_yarn-alyawarra.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\A Little Yarn,Charter of Aged Care Rights,A Little Yarn,Alyawarra,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Charter of Aged Care Rights', 'A Little Yarn']"
339,a_little_yarn-arrernte.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\A Little Yarn,Charter of Aged Care Rights,A Little Yarn,Arrernte,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Charter of Aged Care Rights', 'A Little Yarn']"
340,a_little_yarn-english.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\A Little Yarn,Charter of Aged Care Rights,A Little Yarn,English,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Charter of Aged Care Rights', 'A Little Yarn']"
341,a_little_yarn-luritja.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\A Little Yarn,Charter of Aged Care Rights,A Little Yarn,Luritja,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Charter of Aged Care Rights', 'A Little Yarn']"
342,a_little_yarn-pitjantjatjarra.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\A Little Yarn,Charter of Aged Care Rights,A Little Yarn,Pitjantjatjarra,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Charter of Aged Care Rights', 'A Little Yarn']"
343,a_little_yarn-tsi_creole.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\A Little Yarn,Charter of Aged Care Rights,A Little Yarn,Tsi Creole,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Charter of Aged Care Rights', 'A Little Yarn']"
344,a_little_yarn-warlpiri.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\A Little Yarn,Charter of Aged Care Rights,A Little Yarn,Warlpiri,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Charter of Aged Care Rights', 'A Little Yarn']"
345,a_little_yarn_alyawarra_factsheet.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\A Little Yarn,Charter of Aged Care Rights,A Little Yarn,Alyawarra,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Charter of Aged Care Rights', 'A Little Yarn']"
346,Reportable_Assault_Form_070120.docx,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\Assault,Charter of Aged Care Rights,Assault,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Charter of Aged Care Rights', 'Assault']"
347,[D19-1430255] Reportable assault flowchart 2020.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\Assault,Charter of Aged Care Rights,Assault,,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Charter of Aged Care Rights', 'Assault']"
348,acqsc_charter_of_rights_a5_booklet_-_chinese_simplified.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\Charter of Rights Booklet,Charter of Aged Care Rights,Booklet,Simplified Chinese,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Charter of Aged Care Rights', 'Charter of Rights Booklet']"
349,acqsc_charter_of_rights_a5_booklet_-_chinese_traditional.pdf,C:\Users\classifier-admin\Desktop\Data\ACQSC (Aged Care Quality and Safety Commission)\ACQSC Charter of Aged Care Rights\Charter of Rights Booklet,Charter of Aged Care Rights,Booklet,Traditional Chinese,"['C:', 'Users', 'classifier-admin', 'Desktop', 'Data', 'ACQSC (Aged Care Quality and Safety Commission)', 'ACQSC Charter of Aged Care Rights', 'Charter of Rights Booklet']"
